,id,date,lat,long,price_x,bedrooms,bathrooms,zipcode,price_median,status,profit
11416,2436700540,2014-10-01,47.6659,-122.287,665000.0,3,2.75,98105,675000.0,compra sugerida,10000.0
11430,9191200380,2014-12-22,47.6713,-122.3,550000.0,4,2.0,98105,675000.0,compra sugerida,125000.0
11432,8813400345,2015-04-14,47.6645,-122.288,575000.0,2,1.0,98105,675000.0,compra sugerida,100000.0
11439,9550204450,2014-12-19,47.6662,-122.326,651000.0,3,1.5,98105,675000.0,compra sugerida,24000.0
11448,4206901435,2015-01-22,47.6571,-122.326,650000.0,2,1.75,98105,675000.0,compra sugerida,25000.0
11454,8714600145,2015-04-01,47.6689,-122.314,540000.0,2,1.75,98105,675000.0,compra sugerida,135000.0
11456,9191201385,2015-03-01,47.6694,-122.3,505400.0,3,1.75,98105,675000.0,compra sugerida,169600.0
11464,2436700395,2014-10-23,47.6652,-122.288,621000.0,3,1.0,98105,675000.0,compra sugerida,54000.0
11465,8827901415,2015-05-07,47.6693,-122.291,613000.0,3,1.5,98105,675000.0,compra sugerida,62000.0
11468,8813400165,2014-08-19,47.6633,-122.287,675000.0,4,2.0,98105,675000.0,compra sugerida,0.0
11472,9191201325,2015-03-01,47.6698,-122.3,534000.0,4,1.75,98105,675000.0,compra sugerida,141000.0
11474,8812401450,2014-12-29,47.6635,-122.32,660000.0,10,3.0,98105,675000.0,compra sugerida,15000.0
11476,6338000493,2014-09-12,47.6709,-122.282,675000.0,4,2.75,98105,675000.0,compra sugerida,0.0
11477,2436200025,2014-10-09,47.6643,-122.29,580000.0,6,1.75,98105,675000.0,compra sugerida,95000.0
11493,1274500060,2014-08-25,47.3621,-122.11,204000.0,3,1.0,98042,292500.0,compra sugerida,88500.0
11499,1796360350,2015-01-28,47.3663,-122.089,255000.0,3,1.75,98042,292500.0,compra sugerida,37500.0
11503,7942100310,2015-01-27,47.3811,-122.087,232000.0,3,1.75,98042,292500.0,compra sugerida,60500.0
11510,8648200030,2014-07-16,47.363,-122.08,260000.0,3,1.75,98042,292500.0,compra sugerida,32500.0
11513,1865820370,2014-11-13,47.3729,-122.115,166600.0,3,1.75,98042,292500.0,compra sugerida,125900.0
11515,8648220270,2015-04-14,47.3592,-122.076,291500.0,3,1.75,98042,292500.0,compra sugerida,1000.0
11518,1795500240,2014-06-23,47.3643,-122.115,249500.0,2,1.75,98042,292500.0,compra sugerida,43000.0
11519,1865810060,2014-08-12,47.3737,-122.115,267500.0,5,3.5,98042,292500.0,compra sugerida,25000.0
11521,1842900030,2015-04-16,47.3434,-122.082,234000.0,3,1.5,98042,292500.0,compra sugerida,58500.0
11524,2329800240,2015-02-18,47.3768,-122.117,285000.0,4,3.0,98042,292500.0,compra sugerida,7500.0
11526,5469300270,2014-05-06,47.375,-122.14,234000.0,3,1.75,98042,292500.0,compra sugerida,58500.0
11531,3728800320,2014-05-29,47.3658,-122.148,264000.0,3,1.5,98042,292500.0,compra sugerida,28500.0
11544,2618300350,2014-07-18,47.4225,-122.15,199000.0,3,1.0,98042,292500.0,compra sugerida,93500.0
11545,2916620240,2014-06-18,47.3646,-122.076,264950.0,4,1.75,98042,292500.0,compra sugerida,27550.0
11546,1796381070,2014-06-25,47.369,-122.084,270000.0,3,2.5,98042,292500.0,compra sugerida,22500.0
11548,8651441620,2014-10-23,47.364,-122.094,210000.0,3,1.5,98042,292500.0,compra sugerida,82500.0
11549,5470100270,2014-12-09,47.3682,-122.148,225000.0,3,1.5,98042,292500.0,compra sugerida,67500.0
11565,8651443480,2015-01-28,47.3659,-122.092,282000.0,3,1.0,98042,292500.0,compra sugerida,10500.0
11566,8651410090,2015-05-08,47.3644,-122.082,209000.0,2,1.0,98042,292500.0,compra sugerida,83500.0
11569,8092501240,2014-07-01,47.3665,-122.107,219950.0,3,1.5,98042,292500.0,compra sugerida,72550.0
11570,8651401270,2015-05-04,47.3637,-122.083,203000.0,3,1.0,98042,292500.0,compra sugerida,89500.0
11575,1796351080,2014-07-18,47.3684,-122.092,208000.0,3,2.0,98042,292500.0,compra sugerida,84500.0
11581,8651400750,2014-10-28,47.3625,-122.084,209950.0,3,1.75,98042,292500.0,compra sugerida,82550.0
11583,1274500300,2014-06-23,47.3639,-122.109,200000.0,3,1.5,98042,292500.0,compra sugerida,92500.0
11589,2916600110,2015-04-30,47.3655,-122.08,214946.0,3,1.75,98042,292500.0,compra sugerida,77554.0
11593,4178500100,2014-07-23,47.3603,-122.088,282500.0,3,2.25,98042,292500.0,compra sugerida,10000.0
11594,322059097,2014-11-05,47.4193,-122.149,269900.0,3,1.5,98042,292500.0,compra sugerida,22600.0
11595,1156000100,2014-12-24,47.3398,-122.133,246700.0,3,2.0,98042,292500.0,compra sugerida,45800.0
11598,1796370930,2014-07-10,47.3712,-122.092,260000.0,3,2.5,98042,292500.0,compra sugerida,32500.0
11608,2522059112,2014-05-07,47.3614,-122.119,248500.0,4,1.75,98042,292500.0,compra sugerida,44000.0
11609,8651440740,2015-01-21,47.3657,-122.094,219000.0,3,1.5,98042,292500.0,compra sugerida,73500.0
11612,7942200050,2015-01-23,47.3833,-122.093,261000.0,4,1.75,98042,292500.0,compra sugerida,31500.0
11613,2212900470,2015-02-11,47.3261,-122.135,186000.0,3,1.0,98042,292500.0,compra sugerida,106500.0
11626,8651400680,2014-08-13,47.3603,-122.085,179000.0,3,1.0,98042,292500.0,compra sugerida,113500.0
11631,2618300080,2014-05-02,47.4225,-122.153,242500.0,3,1.5,98042,292500.0,compra sugerida,50000.0
11633,3222069153,2014-10-24,47.3438,-122.073,286900.0,3,2.25,98042,292500.0,compra sugerida,5600.0
11640,7942100290,2014-09-10,47.3816,-122.087,199000.0,3,1.75,98042,292500.0,compra sugerida,93500.0
11649,2212900920,2014-07-22,47.3281,-122.135,215000.0,4,1.75,98042,292500.0,compra sugerida,77500.0
11650,8651430780,2014-07-15,47.3704,-122.08,178000.0,3,1.0,98042,292500.0,compra sugerida,114500.0
11652,8651442810,2014-07-10,47.3623,-122.09,152000.0,3,1.0,98042,292500.0,compra sugerida,140500.0
11656,8651443190,2014-12-04,47.3643,-122.09,199500.0,3,1.75,98042,292500.0,compra sugerida,93000.0
11657,2329800430,2015-02-04,47.3766,-122.115,254000.0,3,2.25,98042,292500.0,compra sugerida,38500.0
11658,1274500420,2014-09-09,47.3627,-122.108,234000.0,3,1.0,98042,292500.0,compra sugerida,58500.0
11660,8651402910,2014-08-06,47.3627,-122.087,176000.0,2,1.0,98042,292500.0,compra sugerida,116500.0
11663,8651401680,2015-04-08,47.3634,-122.086,198000.0,3,1.0,98042,292500.0,compra sugerida,94500.0
11664,2868900020,2015-04-08,47.3423,-122.088,215000.0,3,1.0,98042,292500.0,compra sugerida,77500.0
11665,2618300190,2014-12-24,47.422,-122.153,255000.0,3,1.5,98042,292500.0,compra sugerida,37500.0
11666,1796360080,2014-07-09,47.3665,-122.092,237950.0,2,1.75,98042,292500.0,compra sugerida,54550.0
11667,2222059099,2014-10-22,47.3727,-122.162,215000.0,3,1.5,98042,292500.0,compra sugerida,77500.0
11669,8648210050,2015-04-03,47.3624,-122.079,280000.0,3,1.75,98042,292500.0,compra sugerida,12500.0
11670,4030500130,2014-09-23,47.3683,-122.164,243500.0,4,2.5,98042,292500.0,compra sugerida,49000.0
11671,4178500440,2015-01-28,47.3596,-122.089,279900.0,3,2.0,98042,292500.0,compra sugerida,12600.0
11676,8651402660,2014-10-08,47.3613,-122.087,175409.0,4,1.5,98042,292500.0,compra sugerida,117091.0
11683,1022059123,2014-12-26,47.4126,-122.165,250000.0,6,2.5,98042,292500.0,compra sugerida,42500.0
11686,1796350300,2014-07-10,47.3682,-122.096,195000.0,2,1.0,98042,292500.0,compra sugerida,97500.0
11689,5470100220,2014-09-09,47.3683,-122.147,222000.0,3,1.5,98042,292500.0,compra sugerida,70500.0
11703,8651410740,2015-02-19,47.3677,-122.078,189000.0,3,1.0,98042,292500.0,compra sugerida,103500.0
11708,1796360870,2014-10-30,47.3683,-122.087,225000.0,3,1.75,98042,292500.0,compra sugerida,67500.0
11709,8092700230,2015-02-11,47.3659,-122.113,249950.0,3,1.75,98042,292500.0,compra sugerida,42550.0
11711,2422059111,2014-06-20,47.3796,-122.102,291000.0,3,1.5,98042,292500.0,compra sugerida,1500.0
11714,4178500300,2014-09-16,47.3588,-122.088,269000.0,3,2.5,98042,292500.0,compra sugerida,23500.0
11717,8651411460,2015-01-06,47.3683,-122.079,214000.0,3,1.5,98042,292500.0,compra sugerida,78500.0
11719,2212900180,2014-12-29,47.3266,-122.138,220000.0,3,1.0,98042,292500.0,compra sugerida,72500.0
11722,1796370150,2014-10-28,47.3719,-122.091,240000.0,3,2.25,98042,292500.0,compra sugerida,52500.0
11725,4053200410,2014-05-13,47.3187,-122.081,273000.0,4,1.5,98042,292500.0,compra sugerida,19500.0
11727,7942100180,2014-06-27,47.3828,-122.09,230000.0,3,1.75,98042,292500.0,compra sugerida,62500.0
11728,8651401720,2014-09-18,47.3632,-122.087,215000.0,3,1.5,98042,292500.0,compra sugerida,77500.0
11729,5469300330,2014-09-05,47.374,-122.141,275000.0,4,1.75,98042,292500.0,compra sugerida,17500.0
11732,1796370730,2014-05-20,47.3686,-122.09,259900.0,3,2.0,98042,292500.0,compra sugerida,32600.0
11736,8651442510,2014-09-26,47.3629,-122.091,220000.0,4,2.0,98042,292500.0,compra sugerida,72500.0
11738,8651443360,2014-11-06,47.3638,-122.088,195700.0,3,1.0,98042,292500.0,compra sugerida,96800.0
11739,6600400270,2014-12-10,47.3244,-122.144,202000.0,3,1.0,98042,292500.0,compra sugerida,90500.0
11741,2550820060,2015-04-28,47.3605,-122.12,280000.0,3,1.75,98042,292500.0,compra sugerida,12500.0
11744,4051100390,2015-05-08,47.3739,-122.148,240000.0,3,1.0,98042,292500.0,compra sugerida,52500.0
11746,1274500700,2015-04-21,47.3642,-122.109,237200.0,3,1.5,98042,292500.0,compra sugerida,55300.0
11747,322059264,2014-09-26,47.4206,-122.155,279000.0,2,1.0,98042,292500.0,compra sugerida,13500.0
11753,1796360340,2014-07-22,47.3663,-122.088,269950.0,3,2.0,98042,292500.0,compra sugerida,22550.0
11757,8651411070,2014-09-25,47.3686,-122.081,180000.0,3,1.0,98042,292500.0,compra sugerida,112500.0
11759,8651410240,2015-02-02,47.3647,-122.082,209000.0,3,1.0,98042,292500.0,compra sugerida,83500.0
11761,1796380060,2014-12-01,47.3658,-122.085,253000.0,3,2.0,98042,292500.0,compra sugerida,39500.0
11766,8648210140,2014-12-24,47.3619,-122.077,265000.0,3,2.25,98042,292500.0,compra sugerida,27500.0
11768,2329800140,2014-12-03,47.3768,-122.118,291000.0,4,2.5,98042,292500.0,compra sugerida,1500.0
11769,6600400260,2014-05-12,47.3242,-122.144,201000.0,3,1.0,98042,292500.0,compra sugerida,91500.0
11773,8651441290,2014-12-29,47.3644,-122.094,195000.0,3,1.5,98042,292500.0,compra sugerida,97500.0
11782,6600400370,2014-09-10,47.3248,-122.142,215000.0,3,1.0,98042,292500.0,compra sugerida,77500.0
11784,1795500060,2014-10-21,47.3631,-122.116,198400.0,3,1.0,98042,292500.0,compra sugerida,94100.0
11788,5547500070,2014-07-24,47.3819,-122.09,216000.0,3,1.75,98042,292500.0,compra sugerida,76500.0
11789,1796200140,2015-03-09,47.3516,-122.119,270000.0,3,1.75,98042,292500.0,compra sugerida,22500.0
11790,3622059157,2014-10-09,47.3468,-122.11,205000.0,4,1.75,98042,292500.0,compra sugerida,87500.0
11792,8651411420,2015-03-05,47.3684,-122.08,218000.0,3,1.5,98042,292500.0,compra sugerida,74500.0
11795,9412700160,2014-08-14,47.3925,-122.161,255000.0,3,2.25,98042,292500.0,compra sugerida,37500.0
11796,5466750140,2015-04-27,47.3598,-122.157,270000.0,3,2.25,98042,292500.0,compra sugerida,22500.0
11798,1796360370,2015-03-25,47.3666,-122.089,257000.0,3,1.75,98042,292500.0,compra sugerida,35500.0
11803,8651443420,2014-10-17,47.366,-122.093,280000.0,4,2.0,98042,292500.0,compra sugerida,12500.0
11806,4051110240,2014-08-25,47.3746,-122.149,225000.0,3,2.5,98042,292500.0,compra sugerida,67500.0
11810,1796370180,2015-05-08,47.3713,-122.091,260000.0,3,2.25,98042,292500.0,compra sugerida,32500.0
11815,8092501400,2015-03-18,47.3643,-122.111,209950.0,3,1.5,98042,292500.0,compra sugerida,82550.0
11816,2212901010,2015-04-06,47.3279,-122.136,229950.0,3,1.75,98042,292500.0,compra sugerida,62550.0
11820,8651410330,2015-03-06,47.3654,-122.082,215150.0,3,1.0,98042,292500.0,compra sugerida,77350.0
11830,2122059077,2014-09-15,47.3752,-122.166,198900.0,2,1.0,98042,292500.0,compra sugerida,93600.0
11834,8651440230,2014-08-15,47.3652,-122.09,229999.0,4,2.0,98042,292500.0,compra sugerida,62501.0
11841,8092700220,2015-04-11,47.3657,-122.113,280000.0,5,2.5,98042,292500.0,compra sugerida,12500.0
11843,2722059183,2014-10-14,47.36,-122.164,218500.0,4,1.75,98042,292500.0,compra sugerida,74000.0
11844,8651400730,2015-04-28,47.3607,-122.085,191000.0,3,1.0,98042,292500.0,compra sugerida,101500.0
11845,8651441520,2015-03-02,47.363,-122.094,220000.0,3,1.0,98042,292500.0,compra sugerida,72500.0
11848,8651410120,2015-03-18,47.3643,-122.081,225500.0,3,1.0,98042,292500.0,compra sugerida,67000.0
11851,2569600150,2014-11-03,47.3604,-122.111,235000.0,3,1.0,98042,292500.0,compra sugerida,57500.0
11852,8651442060,2014-06-11,47.3621,-122.094,214950.0,3,1.75,98042,292500.0,compra sugerida,77550.0
11853,8651402700,2014-10-28,47.3613,-122.088,202950.0,2,1.0,98042,292500.0,compra sugerida,89550.0
11854,4051100230,2014-08-20,47.3742,-122.149,240000.0,3,1.0,98042,292500.0,compra sugerida,52500.0
11855,2916610150,2015-01-20,47.3654,-122.076,274950.0,3,2.0,98042,292500.0,compra sugerida,17550.0
11862,4178501020,2015-01-05,47.3584,-122.086,276750.0,3,2.0,98042,292500.0,compra sugerida,15750.0
11863,8651441210,2014-08-01,47.3651,-122.094,230000.0,3,2.0,98042,292500.0,compra sugerida,62500.0
11864,4311700120,2015-03-17,47.3634,-122.101,105000.0,3,1.0,98042,292500.0,compra sugerida,187500.0
11868,8651430870,2015-03-03,47.3695,-122.081,177000.0,3,1.0,98042,292500.0,compra sugerida,115500.0
11874,8651441750,2014-05-15,47.3636,-122.093,174950.0,3,1.0,98042,292500.0,compra sugerida,117550.0
11875,8651442880,2014-05-16,47.3628,-122.089,205000.0,5,1.75,98042,292500.0,compra sugerida,87500.0
11880,2722059215,2014-06-03,47.364,-122.162,239000.0,3,1.75,98042,292500.0,compra sugerida,53500.0
11884,5547500050,2014-09-17,47.3815,-122.09,255000.0,3,2.25,98042,292500.0,compra sugerida,37500.0
11898,1796361100,2014-10-17,47.3677,-122.091,265000.0,3,2.25,98042,292500.0,compra sugerida,27500.0
11900,8651442910,2015-03-25,47.3634,-122.09,247500.0,4,2.0,98042,292500.0,compra sugerida,45000.0
11902,1796350080,2014-06-23,47.3675,-122.095,239950.0,3,1.75,98042,292500.0,compra sugerida,52550.0
11906,7614100020,2014-10-17,47.3553,-122.149,265000.0,3,2.5,98042,292500.0,compra sugerida,27500.0
11914,2722059292,2014-06-04,47.3721,-122.159,129000.0,1,1.0,98042,292500.0,compra sugerida,163500.0
11916,8651402750,2015-02-18,47.3615,-122.087,132825.0,3,1.5,98042,292500.0,compra sugerida,159675.0
11918,8651440780,2014-09-29,47.3661,-122.094,231000.0,3,2.0,98042,292500.0,compra sugerida,61500.0
11920,6600410290,2014-08-19,47.3234,-122.142,207500.0,3,1.75,98042,292500.0,compra sugerida,85000.0
11921,6600410170,2014-05-28,47.3224,-122.143,124740.0,3,1.0,98042,292500.0,compra sugerida,167760.0
11926,8651410670,2014-11-25,47.3665,-122.082,189950.0,3,1.0,98042,292500.0,compra sugerida,102550.0
11928,8651410190,2014-11-12,47.3648,-122.081,179950.0,3,1.0,98042,292500.0,compra sugerida,112550.0
11934,8651430220,2014-07-25,47.3702,-122.078,183000.0,3,1.0,98042,292500.0,compra sugerida,109500.0
11940,8651430210,2015-03-21,47.3701,-122.078,217000.0,3,1.0,98042,292500.0,compra sugerida,75500.0
11941,7763400035,2015-04-02,47.3715,-122.16,253500.0,3,1.5,98042,292500.0,compra sugerida,39000.0
11945,8651400580,2014-09-20,47.3608,-122.083,195000.0,3,1.5,98042,292500.0,compra sugerida,97500.0
11946,1796381120,2014-07-28,47.3687,-122.085,219000.0,3,2.0,98042,292500.0,compra sugerida,73500.0
11948,5470100090,2014-09-05,47.3675,-122.147,210000.0,3,1.5,98042,292500.0,compra sugerida,82500.0
11953,8092500720,2014-07-11,47.3675,-122.11,230000.0,3,1.5,98042,292500.0,compra sugerida,62500.0
11966,3222069156,2014-12-17,47.3437,-122.078,270000.0,3,1.0,98042,292500.0,compra sugerida,22500.0
11975,1796380330,2014-06-23,47.3694,-122.083,249900.0,3,2.0,98042,292500.0,compra sugerida,42600.0
11977,4178500150,2014-09-22,47.3604,-122.089,289000.0,3,2.25,98042,292500.0,compra sugerida,3500.0
11980,1865820300,2015-03-11,47.3732,-122.116,205000.0,3,1.0,98042,292500.0,compra sugerida,87500.0
11982,621069154,2014-07-21,47.3423,-122.088,226000.0,4,1.5,98042,292500.0,compra sugerida,66500.0
12040,8857320070,2014-09-17,47.6109,-122.114,490000.0,3,2.75,98008,545000.0,compra sugerida,55000.0
12041,7375300160,2015-03-09,47.5976,-122.118,530000.0,5,2.25,98008,545000.0,compra sugerida,15000.0
12042,4040800810,2014-05-02,47.6188,-122.114,420000.0,3,2.25,98008,545000.0,compra sugerida,125000.0
12044,259600260,2015-01-22,47.6329,-122.121,345000.0,3,1.0,98008,545000.0,compra sugerida,200000.0
12047,686201000,2014-12-30,47.627,-122.114,538200.0,4,3.0,98008,545000.0,compra sugerida,6800.0
12048,4037200295,2014-08-19,47.6054,-122.118,525000.0,3,1.75,98008,545000.0,compra sugerida,20000.0
12049,4039100400,2015-05-06,47.6191,-122.112,515000.0,3,2.5,98008,545000.0,compra sugerida,30000.0
12062,8563000520,2014-10-29,47.6236,-122.103,529219.0,4,2.25,98008,545000.0,compra sugerida,15781.0
12065,3298201290,2014-12-24,47.6181,-122.117,370000.0,3,1.0,98008,545000.0,compra sugerida,175000.0
12072,8857320260,2014-11-05,47.6102,-122.114,462000.0,3,2.75,98008,545000.0,compra sugerida,83000.0
12084,4038100110,2014-07-07,47.6068,-122.13,480000.0,3,2.25,98008,545000.0,compra sugerida,65000.0
12088,4036800805,2014-05-13,47.601,-122.122,523000.0,3,1.5,98008,545000.0,compra sugerida,22000.0
12089,4037800015,2015-01-23,47.6112,-122.126,480000.0,5,2.0,98008,545000.0,compra sugerida,65000.0
12090,4040800090,2014-05-06,47.6224,-122.116,390000.0,3,1.75,98008,545000.0,compra sugerida,155000.0
12091,4037200735,2015-04-14,47.6045,-122.123,430000.0,4,1.75,98008,545000.0,compra sugerida,115000.0
12093,4040800600,2014-06-09,47.6199,-122.116,502000.0,3,1.75,98008,545000.0,compra sugerida,43000.0
12098,4037400430,2014-10-15,47.6052,-122.126,478000.0,4,2.0,98008,545000.0,compra sugerida,67000.0
12104,7922900380,2014-10-30,47.5862,-122.118,538000.0,3,1.75,98008,545000.0,compra sugerida,7000.0
12106,4039000050,2014-07-14,47.6183,-122.113,516130.0,3,1.75,98008,545000.0,compra sugerida,28870.0
12110,7430500415,2014-07-25,47.619,-122.096,540000.0,2,1.0,98008,545000.0,compra sugerida,5000.0
12114,259600280,2015-04-06,47.6325,-122.121,400000.0,4,2.0,98008,545000.0,compra sugerida,145000.0
12116,9328500630,2015-03-02,47.6413,-122.113,545000.0,3,2.25,98008,545000.0,compra sugerida,0.0
12117,3298300130,2015-02-06,47.6214,-122.119,474905.0,4,1.5,98008,545000.0,compra sugerida,70095.0
12118,4038700190,2014-09-30,47.6164,-122.115,527000.0,4,2.25,98008,545000.0,compra sugerida,18000.0
12121,3275750290,2015-03-17,47.6233,-122.108,480000.0,3,2.0,98008,545000.0,compra sugerida,65000.0
12122,4036800170,2014-06-23,47.6019,-122.13,453000.0,4,1.75,98008,545000.0,compra sugerida,92000.0
12129,4037400280,2014-09-23,47.606,-122.125,502550.0,3,1.75,98008,545000.0,compra sugerida,42450.0
12130,8563010420,2015-02-04,47.6243,-122.1,450000.0,3,1.75,98008,545000.0,compra sugerida,95000.0
12138,4037200585,2014-07-23,47.607,-122.12,394950.0,3,2.5,98008,545000.0,compra sugerida,150050.0
12141,3298300210,2015-02-19,47.6231,-122.12,435000.0,3,1.0,98008,545000.0,compra sugerida,110000.0
12147,259600790,2014-10-15,47.6334,-122.12,500000.0,3,1.75,98008,545000.0,compra sugerida,45000.0
12149,3625059140,2014-05-07,47.6069,-122.112,515000.0,3,1.75,98008,545000.0,compra sugerida,30000.0
12151,4038000040,2015-03-26,47.6131,-122.123,250000.0,4,1.75,98008,545000.0,compra sugerida,295000.0
12154,259600330,2015-02-09,47.6316,-122.121,465000.0,4,2.0,98008,545000.0,compra sugerida,80000.0
12158,3298300530,2014-09-24,47.6229,-122.121,351000.0,4,1.0,98008,545000.0,compra sugerida,194000.0
12163,8563000770,2014-12-10,47.6226,-122.103,490000.0,3,1.75,98008,545000.0,compra sugerida,55000.0
12170,4040700310,2014-08-05,47.6226,-122.115,416000.0,4,1.75,98008,545000.0,compra sugerida,129000.0
12174,4036801245,2014-05-22,47.6032,-122.125,385000.0,3,1.0,98008,545000.0,compra sugerida,160000.0
12175,7375100070,2015-03-18,47.5996,-122.12,491000.0,3,1.75,98008,545000.0,compra sugerida,54000.0
12176,686400060,2014-08-20,47.6338,-122.117,521000.0,4,2.25,98008,545000.0,compra sugerida,24000.0
12177,4036800370,2014-11-03,47.6007,-122.127,455000.0,4,2.5,98008,545000.0,compra sugerida,90000.0
12178,3298400350,2015-01-05,47.625,-122.117,312500.0,3,1.0,98008,545000.0,compra sugerida,232500.0
12184,4037400070,2014-08-25,47.6071,-122.123,450000.0,3,1.75,98008,545000.0,compra sugerida,95000.0
12185,259800640,2014-06-09,47.6294,-122.116,500000.0,4,1.75,98008,545000.0,compra sugerida,45000.0
12187,4037500335,2014-06-06,47.6079,-122.123,455000.0,4,2.25,98008,545000.0,compra sugerida,90000.0
12192,4037000160,2014-06-15,47.603,-122.12,506000.0,5,3.0,98008,545000.0,compra sugerida,39000.0
12195,9557300560,2014-05-08,47.6398,-122.113,530000.0,3,1.75,98008,545000.0,compra sugerida,15000.0
12196,8857320030,2014-11-07,47.6112,-122.115,515000.0,3,2.0,98008,545000.0,compra sugerida,30000.0
12197,259800060,2014-06-06,47.631,-122.117,445000.0,4,2.0,98008,545000.0,compra sugerida,100000.0
12200,4038000055,2014-08-12,47.6131,-122.123,425000.0,3,1.0,98008,545000.0,compra sugerida,120000.0
12203,3298200320,2014-06-24,47.62,-122.12,445000.0,4,1.75,98008,545000.0,compra sugerida,100000.0
12207,7922800160,2014-05-09,47.586,-122.12,511555.0,3,2.0,98008,545000.0,compra sugerida,33445.0
12211,4037500230,2014-10-07,47.6095,-122.122,400000.0,5,2.25,98008,545000.0,compra sugerida,145000.0
12212,4038500330,2015-04-07,47.6136,-122.121,432000.0,3,1.75,98008,545000.0,compra sugerida,113000.0
12215,3298200790,2014-08-12,47.6175,-122.118,475000.0,3,1.0,98008,545000.0,compra sugerida,70000.0
12216,4038400040,2014-11-24,47.6096,-122.132,520000.0,3,2.0,98008,545000.0,compra sugerida,25000.0
12222,7752000065,2015-01-06,47.6345,-122.123,537000.0,3,1.75,98008,545000.0,compra sugerida,8000.0
12227,4038100360,2015-02-10,47.6094,-122.126,466200.0,3,1.5,98008,545000.0,compra sugerida,78800.0
12229,7923000360,2015-01-20,47.5838,-122.123,538000.0,4,1.75,98008,545000.0,compra sugerida,7000.0
12231,4040800120,2015-02-11,47.6218,-122.116,447000.0,3,1.0,98008,545000.0,compra sugerida,98000.0
12234,4039500610,2014-08-20,47.6073,-122.127,440000.0,3,1.75,98008,545000.0,compra sugerida,105000.0
12236,3298200620,2014-07-14,47.6195,-122.12,358000.0,3,1.0,98008,545000.0,compra sugerida,187000.0
12241,4040800360,2014-09-23,47.621,-122.114,420000.0,3,1.75,98008,545000.0,compra sugerida,125000.0
12248,1952000150,2014-05-06,47.5803,-122.119,530000.0,5,2.5,98008,545000.0,compra sugerida,15000.0
12253,8563000250,2014-08-12,47.623,-122.105,522500.0,3,1.75,98008,545000.0,compra sugerida,22500.0
12254,4037000635,2015-03-27,47.6019,-122.116,485000.0,4,2.25,98008,545000.0,compra sugerida,60000.0
12256,4040800050,2014-11-19,47.6219,-122.115,415000.0,3,1.5,98008,545000.0,compra sugerida,130000.0
12259,4037800020,2014-10-08,47.6111,-122.126,497500.0,5,1.5,98008,545000.0,compra sugerida,47500.0
12264,4038200480,2014-12-01,47.6112,-122.128,480000.0,3,1.0,98008,545000.0,compra sugerida,65000.0
12266,4037700285,2014-07-31,47.611,-122.122,415000.0,3,1.0,98008,545000.0,compra sugerida,130000.0
12269,8155500020,2014-10-18,47.6225,-122.108,530000.0,5,2.75,98008,545000.0,compra sugerida,15000.0
12270,3298400470,2015-02-04,47.6253,-122.119,437400.0,3,1.75,98008,545000.0,compra sugerida,107600.0
12271,4037000080,2014-06-15,47.6034,-122.122,416000.0,3,1.0,98008,545000.0,compra sugerida,129000.0
12273,259800680,2014-08-05,47.629,-122.117,534000.0,4,2.25,98008,545000.0,compra sugerida,11000.0
12276,8857320130,2015-03-10,47.6104,-122.113,472000.0,2,2.25,98008,545000.0,compra sugerida,73000.0
12277,4037000185,2014-09-19,47.6028,-122.12,395000.0,4,1.75,98008,545000.0,compra sugerida,150000.0
12283,8563030500,2015-03-30,47.6243,-122.094,539950.0,3,1.75,98008,545000.0,compra sugerida,5050.0
12288,4036800900,2014-09-24,47.6019,-122.123,447000.0,3,1.0,98008,545000.0,compra sugerida,98000.0
12290,8563000110,2015-04-24,47.6205,-122.102,427000.0,4,1.75,98008,545000.0,compra sugerida,118000.0
12292,4037200690,2014-12-08,47.6038,-122.122,458450.0,4,1.0,98008,545000.0,compra sugerida,86550.0
12297,8857320120,2015-03-10,47.6104,-122.113,542000.0,2,2.25,98008,545000.0,compra sugerida,3000.0
12302,7923200150,2014-09-15,47.5859,-122.122,537000.0,4,1.75,98008,545000.0,compra sugerida,8000.0
12305,6189600040,2014-11-17,47.6236,-122.117,443000.0,3,1.75,98008,545000.0,compra sugerida,102000.0
12314,7751800115,2014-08-26,47.634,-122.125,425000.0,3,1.5,98008,545000.0,compra sugerida,120000.0
12316,224059021,2014-12-19,47.5974,-122.129,450000.0,3,1.0,98008,545000.0,compra sugerida,95000.0
12323,1081200350,2014-10-03,47.4715,-122.118,320000.0,4,1.75,98059,435000.0,compra sugerida,115000.0
12324,3211100860,2015-03-03,47.4787,-122.158,274250.0,3,1.0,98059,435000.0,compra sugerida,160750.0
12326,5127001620,2015-02-11,47.4756,-122.147,315000.0,3,1.75,98059,435000.0,compra sugerida,120000.0
12329,4048400070,2014-12-05,47.4716,-122.078,320000.0,2,1.0,98059,435000.0,compra sugerida,115000.0
12330,1072010350,2014-08-28,47.4769,-122.141,380000.0,5,2.5,98059,435000.0,compra sugerida,55000.0
12335,5231000060,2014-08-05,47.5015,-122.124,310000.0,3,1.75,98059,435000.0,compra sugerida,125000.0
12337,7230200340,2015-02-25,47.475,-122.11,305000.0,3,1.0,98059,435000.0,compra sugerida,130000.0
12339,1081300200,2014-05-09,47.4723,-122.121,352000.0,3,2.25,98059,435000.0,compra sugerida,83000.0
12341,1081300370,2015-04-27,47.4702,-122.12,385000.0,4,2.0,98059,435000.0,compra sugerida,50000.0
