,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,m2_living,m2_lot,m2_basement,m2_above,day,week_of_year,month,year,median_price,status
12373,1023059223,2014-07-25,311000.0,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1960,0,98059,47.4941,-122.151,1680,9147,152.36098560000002,1120.4106624,0.0,152.36098560000002,25,30,7,2014,435000.0,buy
12374,49500090,2014-12-05,372000.0,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,1962,0,98059,47.5142,-122.163,1350,8069,165.36741120000002,735.2346585600001,0.0,165.36741120000002,5,49,12,2014,435000.0,buy
12377,1463400047,2014-08-22,335000.0,4,2.0,1910,10200,1.0,0,0,4,7,1910,0,1963,0,98059,47.4804,-122.133,1820,15600,177.4448064,947.6110080000001,0.0,177.4448064,22,34,8,2014,435000.0,buy
12383,2787720300,2015-03-19,410000.0,3,1.75,1880,8424,1.0,0,0,4,7,1380,500,1977,0,98059,47.5116,-122.161,1970,8523,174.6577152,782.61520896,46.45152,128.2061952,19,12,3,2015,435000.0,buy
12391,7230300100,2014-08-26,320000.0,3,2.0,1820,17600,1.0,0,0,5,7,1820,0,1972,0,98059,47.4703,-122.112,2190,17440,169.0835328,1635.0935040000002,0.0,169.0835328,26,35,8,2014,435000.0,buy
12398,2323059184,2014-12-30,305000.0,4,2.0,1800,13551,1.0,0,0,4,7,1800,0,1974,0,98059,47.4721,-122.128,1730,13551,167.22547200000002,1258.92909504,0.0,167.22547200000002,30,1,12,2014,435000.0,buy
12399,9353300600,2014-06-24,348500.0,3,1.5,1360,10726,1.0,0,0,4,7,1360,0,1966,0,98059,47.4948,-122.134,1650,10726,126.3481344,996.4780070400001,0.0,126.3481344,24,26,6,2014,435000.0,buy
12400,1471701780,2014-08-14,374950.0,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,1963,0,98059,47.4612,-122.069,1880,14880,183.01898880000002,1346.1650496000002,0.0,183.01898880000002,14,33,8,2014,435000.0,buy
12401,9353300090,2014-07-31,360000.0,3,2.0,1630,10723,1.0,0,0,5,7,1630,0,1959,0,98059,47.4898,-122.133,1450,10723,151.4319552,996.19929792,0.0,151.4319552,31,31,7,2014,435000.0,buy
12405,2482410130,2014-06-10,335000.0,3,1.75,2430,9133,1.0,0,0,4,7,1410,1020,1978,0,98059,47.5116,-122.157,1980,9592,225.75438720000002,848.48346432,94.76110080000001,130.99328640000002,10,24,6,2014,435000.0,buy
12406,7230400430,2014-09-30,322400.0,3,1.75,1710,15844,1.0,0,0,4,8,1710,0,1964,0,98059,47.4706,-122.1,1990,20359,158.86419840000002,1471.95576576,0.0,158.86419840000002,30,40,9,2014,435000.0,buy
12411,3450300020,2015-03-18,329000.0,4,2.0,1850,9126,1.0,0,0,5,7,1850,0,1963,0,98059,47.5009,-122.164,1730,9110,171.87062400000002,847.8331430400001,0.0,171.87062400000002,18,12,3,2015,435000.0,buy
12412,4048400185,2014-10-22,352000.0,2,0.75,760,33801,1.0,0,0,4,4,760,0,1931,0,98059,47.4703,-122.076,1100,39504,70.6063104,3140.21565504,0.0,70.6063104,22,43,10,2014,435000.0,buy
12418,5127000420,2015-02-23,357500.0,3,1.5,1540,11858,1.0,0,0,4,7,1540,0,1966,0,98059,47.4755,-122.157,1550,11473,143.0706816,1101.64424832,0.0,143.0706816,23,9,2,2015,435000.0,buy
12420,2195900010,2014-07-14,270000.0,3,1.5,1540,13475,1.0,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,13475,143.0706816,1251.8684640000001,0.0,143.0706816,14,29,7,2014,435000.0,buy
12423,2787720170,2014-09-29,395000.0,4,2.5,2130,11733,1.0,0,0,5,7,1330,800,1969,0,98059,47.512,-122.16,1800,9131,197.88347520000002,1090.0313683200002,74.322432,123.56104320000001,29,40,9,2014,435000.0,buy
12428,323059167,2014-07-23,259000.0,2,1.0,1210,17389,1.0,0,0,4,5,1210,0,1948,0,98059,47.5044,-122.148,2140,14419,112.4126784,1615.49096256,0.0,112.4126784,23,30,7,2014,435000.0,buy
12429,5127000670,2015-03-18,314000.0,3,1.75,1620,9600,1.0,0,0,4,7,1620,0,1966,0,98059,47.4749,-122.155,1660,10200,150.50292480000002,891.869184,0.0,150.50292480000002,18,12,3,2015,435000.0,buy
12431,8114000020,2015-01-28,310650.0,3,1.75,1510,12408,1.0,0,0,4,7,1510,0,1969,0,98059,47.5069,-122.141,1480,17800,140.2835904,1152.74092032,0.0,140.2835904,28,5,1,2015,435000.0,buy
12432,5169700022,2014-09-15,334950.0,3,1.75,1880,16262,1.0,0,0,5,7,1880,0,1980,0,98059,47.5089,-122.155,1900,7972,174.6577152,1510.78923648,0.0,174.6577152,15,38,9,2014,435000.0,buy
12433,3450300430,2015-01-05,317500.0,4,1.5,1730,7700,1.0,0,0,4,7,1010,720,1963,0,98059,47.4996,-122.163,1650,8066,160.72225920000002,715.3534080000001,66.8901888,93.8320704,5,2,1,2015,435000.0,buy
12434,5127000430,2014-12-01,320000.0,4,1.75,1730,9520,1.0,0,0,4,7,1730,0,1971,0,98059,47.4756,-122.157,1550,11211,160.72225920000002,884.4369408,0.0,160.72225920000002,1,49,12,2014,435000.0,buy
12437,5127100190,2014-05-20,290000.0,3,1.75,1280,10716,1.0,0,0,4,7,1280,0,1969,0,98059,47.4755,-122.145,1440,9870,118.9158912,995.5489766400001,0.0,118.9158912,20,21,5,2014,435000.0,buy
12442,1523059180,2014-09-23,354900.0,3,1.0,1720,16552,1.0,0,0,4,7,1720,0,1971,0,98059,47.4772,-122.153,1550,15457,159.7932288,1537.7311180800002,0.0,159.7932288,23,39,9,2014,435000.0,buy
12448,3243100050,2014-07-22,250000.0,3,1.0,1250,7920,1.0,0,0,4,7,1250,0,1960,0,98059,47.4853,-122.126,1440,9648,116.12880000000001,735.7920768,0.0,116.12880000000001,22,30,7,2014,435000.0,buy
12459,2525000220,2015-04-14,370000.0,3,1.75,1480,7725,1.5,0,0,4,7,1480,0,1981,0,98059,47.483,-122.163,1720,8379,137.49649920000002,717.6759840000001,0.0,137.49649920000002,14,16,4,2015,435000.0,buy
12462,3450400330,2015-02-20,306500.0,3,1.5,1100,8140,1.0,0,0,4,7,1100,0,1965,0,98059,47.5004,-122.162,1430,7700,102.19334400000001,756.2307456000001,0.0,102.19334400000001,20,8,2,2015,435000.0,buy
12463,323059146,2015-04-17,343000.0,3,1.0,1410,18600,1.0,0,0,5,7,1410,0,1960,0,98059,47.5031,-122.152,1610,24941,130.99328640000002,1727.996544,0.0,130.99328640000002,17,16,4,2015,435000.0,buy
12465,5127000410,2014-06-27,350000.0,5,1.75,2330,14322,1.0,0,0,4,7,1180,1150,1968,0,98059,47.4768,-122.155,1690,10010,216.4640832,1330.55733888,106.838496,109.62558720000001,27,26,6,2014,435000.0,buy
12467,2787700150,2015-04-22,365000.0,4,2.5,2030,7210,1.0,0,0,5,7,1330,700,1969,0,98059,47.5067,-122.16,1980,7560,188.5931712,669.8309184000001,65.032128,123.56104320000001,22,17,4,2015,435000.0,buy
12468,1823069059,2014-06-11,355000.0,1,1.75,750,20339,1.0,0,0,4,4,550,200,1946,0,98059,47.4756,-122.09,2020,23958,69.67728000000001,1889.5549305600002,18.580608,51.096672000000005,11,24,6,2014,435000.0,buy
12469,5127001320,2014-11-25,190000.0,3,1.75,1520,9600,1.0,0,0,4,7,1520,0,1967,0,98059,47.473,-122.149,1590,10183,141.2126208,891.869184,0.0,141.2126208,25,48,11,2014,435000.0,buy
12476,1471700410,2015-05-06,310000.0,7,1.5,2660,15111,1.5,0,0,4,7,2660,0,1962,0,98059,47.4644,-122.066,1710,15429,247.12208640000003,1403.8578374400001,0.0,247.12208640000003,6,19,5,2015,435000.0,buy
12477,1523059100,2014-09-02,320000.0,5,1.0,1740,27350,1.0,0,0,4,5,1740,0,1958,0,98059,47.4809,-122.153,2760,10749,161.6512896,2540.8981440000002,0.0,161.6512896,2,36,9,2014,435000.0,buy
12483,9353300820,2015-05-11,310000.0,3,1.0,1250,10723,1.0,0,0,4,7,1250,0,1961,0,98059,47.4894,-122.135,1520,10723,116.12880000000001,996.19929792,0.0,116.12880000000001,11,20,5,2015,435000.0,buy
12486,1463400081,2014-08-27,230000.0,3,1.75,1260,10164,1.0,0,0,4,6,1260,0,1964,0,98059,47.4752,-122.133,1190,10640,117.05783040000001,944.2664985600001,0.0,117.05783040000001,27,35,8,2014,435000.0,buy
12489,3211100240,2014-05-29,349000.0,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,98059,47.4801,-122.158,1560,7800,157.935168,724.643712,53.883763200000004,104.0514048,29,22,5,2014,435000.0,buy
12490,1081300390,2014-10-30,330000.0,3,1.75,2020,11050,1.0,0,0,4,8,1320,700,1969,0,98059,47.4706,-122.119,1940,11050,187.6641408,1026.578592,65.032128,122.63201280000001,30,44,10,2014,435000.0,buy
12491,2787700060,2015-01-15,420000.0,3,2.5,1810,7210,1.0,0,0,5,7,1210,600,1968,0,98059,47.5067,-122.163,1770,7210,168.1545024,669.8309184000001,55.741824,112.4126784,15,3,1,2015,435000.0,buy
12494,7230300060,2014-08-05,370000.0,4,2.5,2190,17600,1.0,0,0,4,7,1110,1080,1966,0,98059,47.4712,-122.112,1820,17600,203.4576576,1635.0935040000002,100.3352832,103.12237440000001,5,32,8,2014,435000.0,buy
12496,1081310060,2015-01-08,375000.0,5,2.5,2100,14858,1.0,0,0,5,8,2100,0,1970,0,98059,47.4721,-122.123,1980,11730,195.096384,1380.35336832,0.0,195.096384,8,2,1,2015,435000.0,buy
12504,1081330060,2014-08-13,375000.0,4,2.25,2100,12738,2.0,0,0,4,8,2100,0,1975,0,98059,47.4698,-122.118,2000,12090,195.096384,1183.3989235200002,0.0,195.096384,13,33,8,2014,435000.0,buy
12508,7229900885,2014-11-03,313000.0,3,1.0,1510,10369,1.0,0,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057,140.2835904,963.3116217600001,46.45152,93.8320704,3,45,11,2014,435000.0,buy
12509,1072000240,2014-06-24,366000.0,3,1.75,1840,11440,1.0,0,0,4,8,1340,500,1977,0,98059,47.474,-122.14,1940,11440,170.9415936,1062.8107776000002,46.45152,124.4900736,24,26,6,2014,435000.0,buy
12510,5127001170,2014-05-28,266200.0,3,1.5,1430,9600,1.0,0,0,4,7,1430,0,1966,0,98059,47.4737,-122.15,1590,10240,132.85134720000002,891.869184,0.0,132.85134720000002,28,22,5,2014,435000.0,buy
12511,2739200160,2014-06-12,333000.0,4,2.5,1910,9244,1.0,0,0,4,6,1910,0,1963,0,98059,47.4918,-122.141,2590,9286,177.4448064,858.79570176,0.0,177.4448064,12,24,6,2014,435000.0,buy
12512,1081330030,2014-07-23,375000.0,5,2.5,2840,15598,1.0,0,0,4,8,1470,1370,1975,0,98059,47.4693,-122.117,2570,14930,263.8446336,1449.10161792,127.27716480000001,136.5674688,23,30,7,2014,435000.0,buy
12514,1023059190,2015-03-24,210000.0,3,1.5,1160,10125,1.0,0,0,4,7,1160,0,1959,0,98059,47.4919,-122.151,1440,10018,107.76752640000001,940.6432800000001,0.0,107.76752640000001,24,13,3,2015,435000.0,buy
12515,1081200070,2015-03-23,405000.0,3,2.5,2460,12600,1.0,0,0,4,8,1810,650,1970,0,98059,47.473,-122.118,1820,11180,228.54147840000002,1170.5783040000001,60.386976000000004,168.1545024,23,13,3,2015,435000.0,buy
12518,1081800070,2014-11-18,425000.0,4,2.25,2660,11200,2.0,0,0,4,8,2660,0,1972,0,98059,47.4722,-122.131,2090,11120,247.12208640000003,1040.514048,0.0,247.12208640000003,18,47,11,2014,435000.0,buy
12520,3243200310,2014-05-20,300000.0,3,1.0,2120,7735,1.0,0,0,4,7,1060,1060,1967,0,98059,47.4869,-122.123,1010,8570,196.9544448,718.6050144000001,98.4772224,98.4772224,20,21,5,2014,435000.0,buy
12524,3211100570,2014-08-11,317500.0,4,2.5,2150,9000,1.0,0,0,4,7,1360,790,1979,0,98059,47.4785,-122.16,1620,8400,199.74153600000002,836.1273600000001,73.3934016,126.3481344,11,33,8,2014,435000.0,buy
12525,323059208,2014-06-03,320000.0,3,2.0,1880,10758,1.0,0,0,5,6,940,940,1952,0,98059,47.5091,-122.144,2060,21000,174.6577152,999.4509043200001,87.3288576,87.3288576,3,23,6,2014,435000.0,buy
12529,9353301070,2015-05-08,342500.0,5,2.25,2100,10726,1.0,0,0,4,7,1050,1050,1963,0,98059,47.4922,-122.134,2100,10726,195.096384,996.4780070400001,97.548192,97.548192,8,19,5,2015,435000.0,buy
12534,6061400160,2014-09-18,330000.0,4,2.25,1790,9920,1.0,0,0,4,7,1170,620,1969,0,98059,47.5126,-122.149,1990,9648,166.2964416,921.5981568000001,57.599884800000005,108.69655680000001,18,38,9,2014,435000.0,buy
12535,5127000810,2014-05-14,305495.0,3,1.75,2110,10200,2.0,0,0,4,7,2110,0,1966,0,98059,47.4744,-122.154,1800,10200,196.02541440000002,947.6110080000001,0.0,196.02541440000002,14,20,5,2014,435000.0,buy
12536,1072000400,2014-10-23,385000.0,4,3.0,2120,13000,2.0,0,0,4,8,2120,0,1978,0,98059,47.4745,-122.141,2180,11440,196.9544448,1207.73952,0.0,196.9544448,23,43,10,2014,435000.0,buy
12541,7230400400,2014-09-26,240000.0,3,2.0,1220,17652,1.0,0,0,4,7,1220,0,1980,0,98059,47.4712,-122.1,1990,17652,113.3417088,1639.92446208,0.0,113.3417088,26,39,9,2014,435000.0,buy
12542,3211100990,2014-10-20,410000.0,4,2.75,2220,8450,1.0,0,0,4,7,1260,960,1983,0,98059,47.4804,-122.157,1580,8450,206.24474880000002,785.030688,89.18691840000001,117.05783040000001,20,43,10,2014,435000.0,buy
12544,5095401360,2014-11-21,418000.0,3,2.5,2080,16050,1.0,0,0,5,8,1360,720,1978,0,98059,47.4694,-122.069,1790,14550,193.23832320000002,1491.0937920000001,66.8901888,126.3481344,21,47,11,2014,435000.0,buy
12553,3211100730,2014-08-04,360000.0,3,1.75,1560,7930,2.0,0,0,4,7,1560,0,1980,0,98059,47.4779,-122.161,1720,8073,144.9287424,736.7211072,0.0,144.9287424,4,32,8,2014,435000.0,buy
12560,2525000760,2014-11-05,435000.0,3,2.0,2360,12744,2.0,0,0,5,7,2360,0,1964,0,98059,47.483,-122.164,1650,8625,219.25117440000002,1183.95634176,0.0,219.25117440000002,5,45,11,2014,435000.0,buy
12564,2787700180,2015-01-12,320000.0,3,2.0,1250,8636,1.0,0,0,5,7,1250,0,1968,0,98059,47.5066,-122.159,1620,7653,116.12880000000001,802.31065344,0.0,116.12880000000001,12,3,1,2015,435000.0,buy
12565,7229900925,2014-10-10,381000.0,3,1.75,2700,18246,1.0,0,0,4,7,1510,1190,1967,0,98059,47.4817,-122.097,1620,16986,250.838208,1695.1088678400001,110.5546176,140.2835904,10,41,10,2014,435000.0,buy
12566,5127100210,2015-03-25,360000.0,6,2.0,2210,9870,2.0,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,1390,9912,205.3157184,916.9530048,0.0,205.3157184,25,13,3,2015,435000.0,buy
12567,7229900145,2014-12-16,430000.0,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,1420,16020,186.73511040000002,1488.3067008,0.0,186.73511040000002,16,51,12,2014,435000.0,buy
12575,8114000040,2014-07-25,310000.0,4,1.75,1480,11200,1.0,0,0,4,7,1480,0,1969,0,98059,47.5064,-122.141,1480,20310,137.49649920000002,1040.514048,0.0,137.49649920000002,25,30,7,2014,435000.0,buy
12576,1023059186,2015-01-26,252000.0,3,1.0,1530,9465,1.0,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465,142.1416512,879.3272736,0.0,142.1416512,26,5,1,2015,435000.0,buy
12578,1081300450,2014-08-14,364000.0,4,2.5,2080,11050,1.0,0,0,4,8,2080,0,1969,0,98059,47.472,-122.119,1850,11050,193.23832320000002,1026.578592,0.0,193.23832320000002,14,33,8,2014,435000.0,buy
12582,2739200040,2014-09-24,302000.0,5,2.0,1540,9629,1.0,0,0,4,7,1540,0,1960,0,98059,47.4915,-122.143,2260,9600,143.0706816,894.5633721600001,0.0,143.0706816,24,39,9,2014,435000.0,buy
12588,5095600360,2015-03-12,329950.0,3,1.75,1360,13320,1.0,0,0,4,7,1360,0,1985,0,98059,47.4625,-122.069,1580,13625,126.3481344,1237.4684928000001,0.0,126.3481344,12,11,3,2015,435000.0,buy
12589,3211101010,2015-02-11,319500.0,3,1.0,1190,8450,1.0,0,0,5,6,1190,0,1961,0,98059,47.4807,-122.157,1660,8450,110.5546176,785.030688,0.0,110.5546176,11,7,2,2015,435000.0,buy
12590,323059103,2015-04-03,425000.0,3,2.5,1230,23522,1.0,0,0,4,7,1230,0,1978,0,98059,47.515,-122.162,2340,23522,114.27073920000001,2185.26530688,0.0,114.27073920000001,3,14,4,2015,435000.0,buy
12592,7229900975,2014-05-07,314950.0,3,1.0,1040,16986,1.0,0,0,4,7,1040,0,1968,0,98059,47.4812,-122.097,1660,16986,96.61916160000001,1578.05103744,0.0,96.61916160000001,7,19,5,2014,435000.0,buy
12594,5104220120,2015-01-07,320000.0,4,1.75,1710,10480,1.5,0,0,4,6,1710,0,1969,0,98059,47.4743,-122.143,1750,10480,158.86419840000002,973.6238592000001,0.0,158.86419840000002,7,2,1,2015,435000.0,buy
12595,9353300220,2015-04-08,285000.0,3,1.0,950,10723,1.0,0,0,4,6,950,0,1959,0,98059,47.4899,-122.133,1520,10723,88.25788800000001,996.19929792,0.0,88.25788800000001,8,15,4,2015,435000.0,buy
12597,7230300610,2015-04-03,352500.0,3,1.5,1470,17577,1.0,0,0,5,7,1470,0,1967,0,98059,47.4695,-122.116,2300,13832,136.5674688,1632.9567340800002,0.0,136.5674688,3,14,4,2015,435000.0,buy
12598,6649500040,2014-08-12,255000.0,3,1.0,1250,9472,1.0,0,0,4,6,1250,0,1972,0,98059,47.495,-122.154,1590,9600,116.12880000000001,879.9775948800001,0.0,116.12880000000001,12,33,8,2014,435000.0,buy
12599,3664500133,2014-11-17,383000.0,4,2.0,1830,21183,1.0,0,0,4,7,1060,770,1966,0,98059,47.4826,-122.128,1950,6120,170.01256320000002,1967.9650963200002,71.5353408,98.4772224,17,47,11,2014,435000.0,buy
12600,1823069213,2014-05-05,249950.0,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,1958,0,98059,47.4873,-122.099,1510,41416,143.99971200000002,1397.2617216,0.0,143.99971200000002,5,19,5,2014,435000.0,buy
12602,7418000130,2014-12-11,430000.0,8,3.25,4300,10441,2.0,0,0,4,8,2800,1500,1979,0,98059,47.4786,-122.131,1780,10457,399.48307200000005,970.00064064,139.35456000000002,260.128512,11,50,12,2014,435000.0,buy
12605,7229900285,2014-09-17,390000.0,3,2.0,1840,16815,1.0,0,0,5,7,960,880,1972,0,98059,47.4837,-122.11,1810,16732,170.9415936,1562.1646176000002,81.75467520000001,89.18691840000001,17,38,9,2014,435000.0,buy
12611,1016000080,2014-11-25,345000.0,3,1.0,1620,10610,1.0,0,0,4,6,1620,0,1958,0,98059,47.474,-122.125,1680,10795,150.50292480000002,985.7012544,0.0,150.50292480000002,25,48,11,2014,435000.0,buy
12612,5104200420,2015-03-16,320000.0,3,1.5,1490,10132,1.0,0,0,4,6,1490,0,1969,0,98059,47.4779,-122.145,1720,9915,138.4255296,941.2936012800001,0.0,138.4255296,16,12,3,2015,435000.0,buy
12614,5104200380,2014-10-14,265000.0,3,1.0,1010,14948,1.0,0,0,5,6,1010,0,1969,0,98059,47.4772,-122.144,1510,9600,93.8320704,1388.71464192,0.0,93.8320704,14,42,10,2014,435000.0,buy
12617,268500020,2014-11-06,282500.0,4,1.0,1650,9750,1.0,0,0,4,7,1650,0,1964,0,98059,47.4991,-122.164,1650,10112,153.290016,905.8046400000001,0.0,153.290016,6,45,11,2014,435000.0,buy
12619,9347900020,2015-01-27,230000.0,3,1.0,880,9035,1.0,0,0,4,6,880,0,1967,0,98059,47.476,-122.151,1440,10350,81.75467520000001,839.3789664000001,0.0,81.75467520000001,27,5,1,2015,435000.0,buy
12624,6928000440,2014-07-18,301950.0,3,1.75,1370,9288,1.0,0,0,4,7,1370,0,1988,0,98059,47.4824,-122.152,1500,9864,127.27716480000001,862.88343552,0.0,127.27716480000001,18,29,7,2014,435000.0,buy
12625,1471701470,2014-07-31,293000.0,3,1.75,1420,13187,1.0,0,0,4,7,1420,0,1974,0,98059,47.4608,-122.065,1620,13824,131.9223168,1225.1123884800002,0.0,131.9223168,31,31,7,2014,435000.0,buy
12626,7418000020,2014-07-24,305000.0,3,1.75,1400,10350,1.0,0,0,4,7,1400,0,1976,0,98059,47.479,-122.132,1780,10457,130.064256,961.546464,0.0,130.064256,24,30,7,2014,435000.0,buy
12631,3211000170,2014-09-22,255000.0,4,2.5,1580,7800,1.0,0,0,4,7,1580,0,1959,0,98059,47.481,-122.163,1320,7800,146.7868032,724.643712,0.0,146.7868032,22,39,9,2014,435000.0,buy
12633,1471701410,2015-03-31,347950.0,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,1962,0,98059,47.4611,-122.067,1810,14550,157.935168,1254.1910400000002,0.0,157.935168,31,14,3,2015,435000.0,buy
12636,3211000190,2014-10-01,310000.0,3,1.75,1490,9120,1.0,0,0,5,7,1490,0,1959,0,98059,47.4806,-122.163,1340,8040,138.4255296,847.2757248,0.0,138.4255296,1,40,10,2014,435000.0,buy
12638,2739200050,2015-04-03,315000.0,3,1.75,1860,9629,1.0,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629,172.7996544,894.5633721600001,57.599884800000005,115.19976960000001,3,14,4,2015,435000.0,buy
12643,7229900005,2014-10-10,350000.0,3,1.5,1860,17640,1.0,0,0,4,7,1860,0,1966,0,98059,47.484,-122.111,1860,17820,172.7996544,1638.8096256000001,0.0,172.7996544,10,41,10,2014,435000.0,buy
12648,2787700630,2015-03-18,399000.0,4,2.5,2100,7355,1.0,0,0,5,7,2100,0,1969,0,98059,47.5078,-122.161,1750,7200,195.096384,683.3018592000001,0.0,195.096384,18,12,3,2015,435000.0,buy
12660,1623059092,2014-05-09,270000.0,3,2.0,1690,9583,1.0,0,0,4,7,1690,0,1969,0,98059,47.4825,-122.164,1690,9583,157.00613760000002,890.2898323200001,0.0,157.00613760000002,9,19,5,2014,435000.0,buy
12661,5229300027,2014-09-10,275000.0,3,1.0,1190,27215,1.0,0,0,5,7,1190,0,1943,1989,98059,47.4978,-122.115,1450,56628,110.5546176,2528.3562336,0.0,110.5546176,10,37,9,2014,435000.0,buy
12666,5127100100,2015-05-11,382880.0,3,2.0,1620,9566,1.0,0,0,4,7,1620,0,1968,0,98059,47.474,-122.146,1660,10011,150.50292480000002,888.71048064,0.0,150.50292480000002,11,20,5,2015,435000.0,buy
12672,7229700165,2014-12-02,350000.0,3,1.75,1740,29597,1.0,0,0,4,7,1740,0,1965,0,98059,47.481,-122.115,1560,20741,161.6512896,2749.65127488,0.0,161.6512896,2,49,12,2014,435000.0,buy
12674,1081330210,2014-09-11,410000.0,4,2.25,2150,27345,2.0,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2200,11923,199.74153600000002,2540.4336288,0.0,199.74153600000002,11,37,9,2014,435000.0,buy
12675,5230300210,2014-12-10,299000.0,3,1.0,1040,9514,1.0,0,0,4,7,1040,0,1969,0,98059,47.4936,-122.102,1040,9514,96.61916160000001,883.87952256,0.0,96.61916160000001,10,50,12,2014,435000.0,buy
12679,5095400040,2014-06-05,270000.0,3,1.0,1500,13500,1.0,0,0,4,7,1500,0,1968,0,98059,47.4666,-122.072,1350,13680,139.35456000000002,1254.1910400000002,0.0,139.35456000000002,5,23,6,2014,435000.0,buy
12680,1523059103,2014-09-26,390000.0,4,2.5,2570,22215,2.0,0,0,5,7,2570,0,1958,0,98059,47.4833,-122.157,2460,6533,238.76081280000002,2063.8410336,0.0,238.76081280000002,26,39,9,2014,435000.0,buy
12681,3793700210,2014-06-13,299000.0,3,1.75,1180,13927,1.0,0,0,5,7,1180,0,1962,0,98059,47.4818,-122.094,1400,13173,109.62558720000001,1293.8606380800002,0.0,109.62558720000001,13,24,6,2014,435000.0,buy
12696,3449000060,2014-10-01,320000.0,3,1.0,1400,9000,1.0,0,0,5,7,1400,0,1959,0,98059,47.5022,-122.145,1440,8400,130.064256,836.1273600000001,0.0,130.064256,1,40,10,2014,435000.0,buy
12701,3449000300,2014-06-09,379000.0,4,1.5,2020,7560,1.0,0,0,4,7,2020,0,1960,0,98059,47.502,-122.146,1410,8080,187.6641408,702.3469824,0.0,187.6641408,9,24,6,2014,435000.0,buy
12738,3449000200,2015-05-08,360000.0,4,1.75,2010,12188,1.0,0,0,4,7,1150,860,1960,0,98059,47.5013,-122.147,1720,8475,186.73511040000002,1132.30225152,79.8966144,106.838496,8,19,5,2015,435000.0,buy
12749,3449000010,2015-03-12,294570.0,3,1.0,1140,8400,1.0,0,0,4,7,1140,0,1960,0,98059,47.5022,-122.144,1400,9000,105.9094656,780.385536,0.0,105.9094656,12,11,3,2015,435000.0,buy
12799,9828202545,2015-01-27,490000.0,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,183.01898880000002,315.870336,51.096672000000005,131.9223168,27,5,1,2015,574000.0,buy
12803,7234600796,2014-11-26,495000.0,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,98122,47.6106,-122.31,1500,1795,171.87062400000002,235.04469120000002,0.0,171.87062400000002,26,48,11,2014,574000.0,buy
12808,2258500049,2014-06-02,469000.0,3,1.0,950,4250,1.5,0,0,5,6,950,0,1948,0,98122,47.609,-122.307,2130,5120,88.25788800000001,394.83792000000005,0.0,88.25788800000001,2,23,6,2014,574000.0,buy
12837,6840700165,2014-07-01,202000.0,1,1.0,590,833,1.0,0,0,4,7,590,0,1926,0,98122,47.6082,-122.299,780,1617,54.812793600000006,77.38823232,0.0,54.812793600000006,1,27,7,2014,574000.0,buy
12841,7600057,2014-08-05,520000.0,3,2.0,1410,2700,2.0,0,0,4,7,1410,0,1902,0,98122,47.6029,-122.302,1750,4000,130.99328640000002,250.838208,0.0,130.99328640000002,5,32,8,2014,574000.0,buy
12861,9826701735,2014-11-12,449950.0,3,2.0,1880,3048,2.0,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,174.6577152,283.16846592,0.0,174.6577152,12,46,11,2014,574000.0,buy
12867,9818700430,2014-10-01,421500.0,3,1.5,990,4500,1.0,0,0,5,7,990,0,1948,0,98122,47.6051,-122.298,1490,4000,91.9740096,418.06368000000003,0.0,91.9740096,1,40,10,2014,574000.0,buy
12902,1556200265,2014-07-23,552500.0,3,2.25,2700,4025,2.0,0,0,4,8,1760,940,1907,0,98122,47.6074,-122.294,1580,4025,250.838208,373.93473600000004,87.3288576,163.50935040000002,23,30,7,2014,574000.0,buy
12907,1186000150,2015-01-23,563250.0,3,1.75,1370,2800,1.0,0,0,5,7,800,570,1982,0,98122,47.6157,-122.291,2270,3773,127.27716480000001,260.128512,52.9547328,74.322432,23,4,1,2015,574000.0,buy
12910,9187200228,2015-03-13,448175.0,2,2.0,1370,1339,2.0,0,0,4,8,1150,220,2006,0,98122,47.6021,-122.295,1370,1339,127.27716480000001,124.39717056,20.438668800000002,106.838496,13,11,3,2015,574000.0,buy
12919,6841700070,2015-03-17,510000.0,2,1.0,1270,4500,1.5,0,0,4,7,1270,0,1919,0,98122,47.6059,-122.295,2140,4550,117.9868608,418.06368000000003,0.0,117.9868608,17,12,3,2015,574000.0,buy
